userId,movieId,rating,tmdbId
414,3,4,15602
448,3,3,15602
456,3,3,15602
470,3,3,15602
477,3,3,15602
480,3,2.5,15602
492,3,4,15602
501,3,5,15602
544,3,3,15602
552,3,1,15602
555,3,5,15602
588,3,3,15602
590,3,3,15602
594,3,4,15602
599,3,1.5,15602
608,3,2,15602
1,6,4,949
6,6,4,949
11,6,5,949
18,6,4,949
23,6,4,949
24,6,4.5,949
28,6,3.5,949
32,6,3,949
44,6,3,949
45,6,4,949
57,6,3,949
62,6,4.5,949
64,6,4.5,949
68,6,4,949
79,6,4,949
82,6,3.5,949
84,6,4,949
91,6,5,949
102,6,3,949
105,6,4,949
109,6,3,949
112,6,4.5,949
117,6,3,949
121,6,5,949
140,6,5,949
150,6,4,949
160,6,2,949
166,6,3.5,949
181,6,3,949
182,6,4.5,949
191,6,4,949
195,6,4,949
199,6,4,949
202,6,5,949
217,6,2,949
219,6,3.5,949
220,6,3.5,949
239,6,5,949
244,6,5,949
266,6,4,949
269,6,5,949
270,6,3,949
274,6,4,949
282,6,4,949
286,6,4.5,949
294,6,3,949
297,6,5,949
305,6,3.5,949
308,6,1,949
312,6,4,949
313,6,3,949
314,6,3,949
317,6,5,949
318,6,4,949
325,6,4,949
336,6,4,949
337,6,5,949
339,6,4,949
353,6,4,949
362,6,4,949
368,6,4,949
372,6,5,949
373,6,5,949
380,6,5,949
385,6,3,949
386,6,3,949
389,6,5,949
391,6,4,949
400,6,5,949
414,6,3,949
425,6,4,949
434,6,4,949
437,6,5,949
438,6,5,949
444,6,4,949
451,6,4,949
469,6,3,949
470,6,3,949
474,6,3,949
480,6,4,949
486,6,5,949
492,6,3,949
493,6,4,949
501,6,3,949
521,6,4,949
524,6,4,949
532,6,5,949
553,6,5,949
559,6,5,949
561,6,4,949
573,6,4.5,949
577,6,4,949
580,6,4,949
588,6,5,949
590,6,3.5,949
592,6,3,949
597,6,3,949
599,6,4.5,949
602,6,3,949
603,6,4,949
604,6,3,949
610,6,5,949
1,47,5,807
4,47,2,807
6,47,4,807
8,47,4,807
13,47,5,807
14,47,5,807
15,47,3.5,807
16,47,3.5,807
17,47,4,807
18,47,4.5,807
19,47,3,807
26,47,4,807
28,47,3,807
39,47,3,807
41,47,3.5,807
42,47,4,807
43,47,4,807
47,47,3,807
54,47,3,807
56,47,5,807
58,47,5,807
62,47,4.5,807
63,47,4,807
64,47,4.5,807
66,47,5,807
68,47,4,807
72,47,4.5,807
75,47,2,807
76,47,3.5,807
81,47,3,807
82,47,3.5,807
91,47,4.5,807
94,47,2,807
102,47,5,807
104,47,0.5,807
105,47,5,807
109,47,3,807
110,47,4.5,807
112,47,5,807
116,47,3.5,807
117,47,4,807
121,47,3,807
122,47,4.5,807
123,47,4.5,807
126,47,5,807
129,47,3.5,807
131,47,4,807
132,47,4,807
133,47,4,807
134,47,4,807
135,47,5,807
136,47,5,807
140,47,4,807
141,47,3,807
142,47,4,807
144,47,4.5,807
152,47,5,807
156,47,3.5,807
160,47,5,807
166,47,4,807
171,47,5,807
176,47,5,807
177,47,4.5,807
178,47,4.5,807
179,47,4,807
181,47,3,807
182,47,4,807
187,47,4,807
191,47,4,807
192,47,3,807
198,47,5,807
199,47,3,807
200,47,4,807
204,47,5,807
217,47,2,807
219,47,3.5,807
220,47,3,807
222,47,4,807
223,47,3,807
226,47,5,807
227,47,5,807
230,47,3,807
232,47,4.5,807
233,47,3.5,807
239,47,5,807
241,47,4,807
242,47,5,807
247,47,4,807
249,47,5,807
251,47,5,807
254,47,4.5,807
260,47,4.5,807
261,47,4,807
268,47,3,807
274,47,4,807
284,47,3,807
286,47,5,807
288,47,3.5,807
294,47,2,807
297,47,4,807
298,47,4,807
301,47,4.5,807
302,47,5,807
305,47,4,807
307,47,4,807
313,47,5,807
314,47,1,807
317,47,5,807
318,47,4,807
322,47,4,807
326,47,4,807
328,47,4.5,807
330,47,3,807
332,47,4,807
334,47,2,807
336,47,4.5,807
337,47,5,807
339,47,4.5,807
346,47,3.5,807
347,47,3,807
351,47,4.5,807
352,47,5,807
353,47,5,807
354,47,4,807
362,47,4.5,807
368,47,4,807
369,47,3.5,807
370,47,3.5,807
372,47,5,807
373,47,5,807
379,47,3,807
380,47,5,807
381,47,2,807
386,47,3,807
387,47,4.5,807
391,47,3,807
400,47,5,807
402,47,3,807
403,47,5,807
404,47,3,807
411,47,4,807
412,47,3,807
414,47,4,807
415,47,4,807
417,47,5,807
419,47,4,807
424,47,5,807
425,47,4.5,807
426,47,0.5,807
432,47,4,807
433,47,3,807
434,47,4,807
437,47,4,807
441,47,4.5,807
444,47,4,807
445,47,4.5,807
446,47,4,807
448,47,4,807
452,47,5,807
453,47,5,807
462,47,4,807
464,47,5,807
468,47,5,807
469,47,4,807
470,47,3,807
474,47,4,807
477,47,4,807
480,47,4.5,807
483,47,3.5,807
484,47,4,807
486,47,3,807
489,47,3,807
498,47,3,807
505,47,5,807
507,47,3,807
512,47,5,807
514,47,4,807
517,47,2,807
524,47,5,807
525,47,3.5,807
534,47,4,807
540,47,4.5,807
541,47,1,807
542,47,5,807
551,47,4.5,807
560,47,4,807
561,47,4.5,807
565,47,4,807
570,47,3.5,807
573,47,5,807
574,47,5,807
580,47,5,807
584,47,5,807
588,47,3,807
590,47,3,807
597,47,4,807
599,47,4,807
600,47,4,807
601,47,4,807
602,47,5,807
606,47,3,807
608,47,4.5,807
610,47,5,807
1,50,5,629
5,50,4,629
6,50,1,629
7,50,4.5,629
8,50,5,629
16,50,4,629
17,50,4.5,629
18,50,5,629
23,50,4,629
24,50,4,629
28,50,3.5,629
29,50,3.5,629
32,50,5,629
33,50,5,629
35,50,5,629
38,50,5,629
39,50,5,629
41,50,3,629
42,50,5,629
45,50,5,629
46,50,5,629
54,50,3,629
57,50,5,629
58,50,5,629
60,50,3,629
61,50,4.5,629
63,50,5,629
64,50,3,629
66,50,4,629
68,50,3,629
69,50,5,629
72,50,4.5,629
80,50,4.5,629
84,50,4,629
88,50,5,629
91,50,4.5,629
96,50,5,629
103,50,4,629
105,50,5,629
109,50,4,629
112,50,5,629
117,50,4,629
122,50,5,629
124,50,4.5,629
131,50,4,629
132,50,4,629
133,50,3,629
140,50,3,629
142,50,5,629
145,50,5,629
152,50,4.5,629
156,50,4,629
160,50,4,629
162,50,4,629
166,50,5,629
174,50,3,629
177,50,4,629
178,50,4.5,629
182,50,4.5,629
187,50,4.5,629
191,50,5,629
195,50,5,629
197,50,3,629
198,50,5,629
199,50,4,629
202,50,4,629
211,50,4,629
215,50,5,629
217,50,3,629
219,50,5,629
220,50,5,629
221,50,4.5,629
222,50,3,629
228,50,4.5,629
233,50,4,629
237,50,2.5,629
239,50,4.5,629
241,50,4,629
246,50,4.5,629
247,50,5,629
249,50,4,629
254,50,4.5,629
260,50,5,629
261,50,4,629
262,50,3,629
266,50,4,629
268,50,5,629
274,50,4,629
275,50,4,629
278,50,5,629
279,50,3.5,629
280,50,4.5,629
282,50,4.5,629
287,50,3.5,629
290,50,4,629
294,50,3,629
295,50,5,629
296,50,5,629
297,50,5,629
298,50,3.5,629
301,50,4.5,629
305,50,5,629
307,50,4.5,629
308,50,2.5,629
309,50,4.5,629
313,50,5,629
314,50,4,629
317,50,5,629
322,50,4,629
323,50,4.5,629
326,50,2,629
327,50,4.5,629
328,50,4,629
329,50,2,629
330,50,5,629
331,50,5,629
332,50,4,629
335,50,5,629
336,50,5,629
337,50,3,629
338,50,4.5,629
343,50,4.5,629
346,50,4,629
348,50,5,629
352,50,5,629
354,50,4.5,629
356,50,3.5,629
357,50,5,629
362,50,3.5,629
363,50,4,629
368,50,4,629
370,50,4.5,629
372,50,5,629
373,50,5,629
380,50,4,629
381,50,4.5,629
382,50,5,629
385,50,3,629
386,50,3,629
387,50,4.5,629
391,50,4,629
394,50,5,629
396,50,4,629
400,50,5,629
411,50,3,629
414,50,5,629
415,50,4.5,629
418,50,4.5,629
419,50,4,629
424,50,5,629
425,50,4.5,629
432,50,3,629
433,50,5,629
435,50,4,629
437,50,4,629
444,50,5,629
446,50,4,629
448,50,4,629
449,50,4.5,629
453,50,5,629
455,50,3,629
462,50,3.5,629
469,50,4,629
470,50,3,629
472,50,5,629
474,50,4,629
480,50,3.5,629
482,50,4,629
483,50,4.5,629
495,50,4,629
497,50,3,629
501,50,3,629
510,50,4,629
512,50,5,629
515,50,4.5,629
522,50,4.5,629
524,50,2,629
525,50,4.5,629
541,50,5,629
553,50,4,629
555,50,5,629
560,50,4,629
561,50,4.5,629
562,50,4,629
565,50,5,629
566,50,5,629
567,50,1,629
568,50,5,629
569,50,3,629
573,50,5,629
580,50,5,629
587,50,5,629
588,50,5,629
590,50,4.5,629
593,50,4.5,629
595,50,5,629
596,50,3.5,629
597,50,5,629
599,50,3.5,629
601,50,5,629
602,50,5,629
606,50,4.5,629
608,50,4.5,629
610,50,4,629
1,70,3,755
18,70,3.5,755
19,70,2,755
34,70,3.5,755
45,70,4,755
51,70,5,755
57,70,1,755
64,70,4,755
68,70,4,755
103,70,3.5,755
122,70,4.5,755
132,70,2.5,755
182,70,4.5,755
187,70,4,755
195,70,4,755
249,70,4,755
274,70,4.5,755
283,70,3,755
286,70,3,755
294,70,4,755
295,70,5,755
297,70,2,755
305,70,5,755
307,70,3.5,755
313,70,4,755
336,70,4,755
353,70,4,755
354,70,4.5,755
361,70,2,755
362,70,4,755
368,70,3,755
372,70,3,755
380,70,5,755
387,70,3.5,755
391,70,1,755
405,70,4,755
425,70,4,755
428,70,3,755
438,70,3,755
450,70,2,755
452,70,4,755
453,70,4,755
469,70,2,755
489,70,2,755
546,70,5,755
560,70,4,755
571,70,2,755
580,70,5,755
594,70,3.5,755
597,70,2,755
599,70,3.5,755
603,70,4,755
606,70,4,755
608,70,3,755
610,70,4,755
1,101,5,13685
103,101,4,13685
221,101,4.5,13685
249,101,3,13685
260,101,2,13685
274,101,3.5,13685
275,101,5,13685
287,101,4,13685
307,101,4.5,13685
313,101,5,13685
356,101,3.5,13685
414,101,4,13685
448,101,3.5,13685
454,101,3,13685
474,101,3.5,13685
480,101,5,13685
500,101,1,13685
510,101,4,13685
567,101,3,13685
597,101,5,13685
599,101,2.5,13685
600,101,4.5,13685
603,101,4,13685
1,110,4,197
5,110,4,197
6,110,5,197
8,110,3,197
11,110,5,197
14,110,5,197
17,110,4.5,197
18,110,4.5,197
28,110,3.5,197
30,110,5,197
33,110,5,197
34,110,0.5,197
38,110,5,197
40,110,4,197
42,110,4,197
43,110,3,197
45,110,5,197
46,110,5,197
49,110,4,197
54,110,3,197
56,110,4,197
57,110,4,197
58,110,5,197
59,110,2,197
62,110,4.5,197
63,110,2.5,197
64,110,4,197
66,110,5,197
68,110,2.5,197
72,110,4.5,197
81,110,3,197
82,110,4.5,197
83,110,4,197
91,110,4,197
93,110,5,197
94,110,5,197
96,110,5,197
103,110,4.5,197
104,110,1,197
105,110,3.5,197
107,110,5,197
109,110,5,197
110,110,3.5,197
112,110,3.5,197
115,110,3,197
117,110,5,197
121,110,4,197
124,110,3.5,197
125,110,4.5,197
126,110,4,197
128,110,5,197
129,110,4,197
130,110,5,197
131,110,2.5,197
133,110,3,197
134,110,5,197
135,110,4,197
136,110,5,197
137,110,4,197
140,110,4,197
141,110,3.5,197
144,110,4.5,197
159,110,3,197
160,110,4,197
164,110,5,197
165,110,4,197
167,110,3.5,197
170,110,4,197
173,110,3,197
176,110,5,197
178,110,4,197
179,110,5,197
181,110,3,197
182,110,3.5,197
183,110,5,197
187,110,3,197
191,110,3,197
192,110,3,197
196,110,3.5,197
198,110,3,197
200,110,4.5,197
202,110,4,197
203,110,5,197
208,110,4,197
217,110,2,197
222,110,4,197
223,110,3.5,197
227,110,3.5,197
229,110,5,197
232,110,4.5,197
233,110,3,197
235,110,4,197
239,110,4.5,197
240,110,5,197
244,110,5,197
247,110,4,197
249,110,5,197
254,110,4,197
263,110,4,197
264,110,2.5,197
265,110,3,197
266,110,5,197
267,110,4,197
274,110,4.5,197
279,110,4,197
283,110,5,197
284,110,5,197
286,110,5,197
287,110,1.5,197
288,110,5,197
292,110,2.5,197
296,110,5,197
298,110,3,197
301,110,1.5,197
302,110,4,197
304,110,5,197
307,110,3.5,197
308,110,1,197
312,110,4,197
314,110,4,197
317,110,5,197
319,110,4.5,197
322,110,3.5,197
323,110,2,197
326,110,5,197
328,110,1,197
330,110,3.5,197
332,110,3.5,197
335,110,4,197
336,110,4,197
337,110,5,197
340,110,5,197
344,110,4.5,197
347,110,3,197
353,110,3,197
357,110,4,197
362,110,4,197
366,110,4,197
368,110,4,197
372,110,4,197
373,110,4,197
374,110,5,197
376,110,3.5,197
379,110,5,197
380,110,4,197
386,110,3,197
387,110,3.5,197
390,110,4,197
391,110,5,197
393,110,4,197
394,110,5,197
395,110,4,197
399,110,3,197
403,110,5,197
404,110,4,197
405,110,4,197
411,110,4,197
414,110,5,197
419,110,4,197
423,110,4,197
425,110,4,197
427,110,4,197
428,110,2.5,197
432,110,4,197
433,110,3,197
434,110,4.5,197
437,110,4,197
438,110,4.5,197
439,110,3.5,197
443,110,4.5,197
444,110,4,197
445,110,5,197
447,110,5,197
450,110,5,197
452,110,5,197
453,110,5,197
455,110,4,197
457,110,5,197
458,110,5,197
463,110,4.5,197
464,110,5,197
468,110,4,197
469,110,5,197
470,110,5,197
474,110,3,197
479,110,2,197
480,110,5,197
483,110,4,197
485,110,3,197
486,110,5,197
489,110,4.5,197
493,110,5,197
494,110,5,197
498,110,5,197
507,110,3,197
512,110,5,197
513,110,4,197
517,110,1.5,197
522,110,4,197
524,110,3,197
528,110,5,197
532,110,5,197
536,110,5,197
541,110,5,197
549,110,3,197
551,110,3.5,197
555,110,5,197
559,110,4,197
560,110,4,197
561,110,5,197
562,110,4,197
566,110,5,197
570,110,3.5,197
573,110,5,197
574,110,5,197
577,110,4,197
579,110,5,197
580,110,4.5,197
584,110,5,197
586,110,5,197
588,110,5,197
590,110,4,197
592,110,5,197
593,110,3,197
594,110,5,197
597,110,5,197
599,110,3.5,197
600,110,2,197
602,110,5,197
603,110,1,197
604,110,3,197
605,110,3,197
606,110,3.5,197
607,110,5,197
608,110,4,197
609,110,3,197
610,110,4.5,197
1,151,5,11780
6,151,4,11780
33,151,4,11780
38,151,5,11780
40,151,4,11780
57,151,3,11780
64,151,3,11780
75,151,2,11780
91,151,3,11780
108,151,2,11780
109,151,4,11780
117,151,3,11780
136,151,5,11780
140,151,4,11780
147,151,1.5,11780
181,151,3,11780
191,151,4,11780
244,151,5,11780
249,151,4,11780
263,151,4,11780
264,151,2.5,11780
288,151,4,11780
293,151,3,11780
304,151,4,11780
312,151,3,11780
314,151,3,11780
323,151,3.5,11780
368,151,3,11780
404,151,3,11780
411,151,4,11780
414,151,5,11780
427,151,3,11780
429,151,4,11780
437,151,3,11780
446,151,4,11780
455,151,3,11780
482,151,1,11780
489,151,3.5,11780
512,151,5,11780
524,151,5,11780
566,151,4,11780
600,151,3,11780
602,151,4,11780
604,151,3,11780
1,157,5,1775
135,157,2,1775
181,157,2,1775
217,157,2,1775
294,157,3,1775
307,157,2,1775
372,157,3,1775
391,157,3,1775
414,157,4,1775
599,157,1.5,1775
606,157,4,1775
1,163,5,8068
6,163,3,8068
18,163,4,8068
34,163,3,8068
38,163,1,8068
40,163,5,8068
42,163,3,8068
64,163,3.5,8068
68,163,4.5,8068
82,163,4,8068
91,163,5,8068
99,163,5,8068
102,163,3,8068
109,163,3,8068
121,163,4,8068
132,163,2,8068
134,163,3,8068
136,163,1,8068
140,163,3,8068
144,163,4,8068
147,163,4.5,8068
171,163,5,8068
181,163,2,8068
182,163,3.5,8068
194,163,3,8068
238,163,4,8068
239,163,4.5,8068
244,163,3,8068
246,163,4.5,8068
256,163,4,8068
263,163,4,8068
274,163,3.5,8068
298,163,2.5,8068
305,163,5,8068
313,163,3,8068
314,163,3,8068
335,163,4,8068
336,163,5,8068
353,163,3,8068
368,163,3,8068
372,163,3,8068
373,163,1,8068
380,163,5,8068
386,163,4,8068
387,163,4,8068
414,163,4,8068
428,163,3,8068
431,163,3,8068
434,163,3,8068
435,163,3.5,8068
448,163,3.5,8068
452,163,4,8068
453,163,4,8068
480,163,3,8068
486,163,4,8068
493,163,4,8068
541,163,2,8068
560,163,3.5,8068
573,163,5,8068
588,163,3,8068
590,163,3,8068
592,163,5,8068
599,163,3.5,8068
602,163,3,8068
603,163,5,8068
608,163,3,8068
1,216,5,11017
6,216,4,11017
19,216,2,11017
22,216,4,11017
40,216,1,11017
45,216,5,11017
58,216,3,11017
68,216,3.5,11017
103,216,4,11017
109,216,2,11017
136,216,5,11017
151,216,4,11017
169,216,3.5,11017
177,216,2,11017
217,216,1,11017
226,216,5,11017
240,216,5,11017
274,216,3.5,11017
280,216,3.5,11017
284,216,4,11017
298,216,3,11017
307,216,4,11017
310,216,2,11017
353,216,3,11017
356,216,3,11017
365,216,3.5,11017
369,216,3.5,11017
373,216,3,11017
380,216,3,11017
411,216,3,11017
414,216,3,11017
428,216,3,11017
435,216,5,11017
438,216,3,11017
448,216,3,11017
474,216,1,11017
477,216,4,11017
484,216,4.5,11017
495,216,4,11017
498,216,5,11017
500,216,4,11017
510,216,3,11017
555,216,3,11017
561,216,2.5,11017
583,216,4,11017
590,216,2,11017
599,216,2.5,11017
600,216,3,11017
608,216,2.5,11017
611,216,3.5,11017
1,223,3,2292
9,223,4,2292
18,223,4,2292
19,223,3,2292
33,223,4,2292
38,223,5,2292
40,223,5,2292
42,223,5,2292
45,223,5,2292
58,223,3,2292
64,223,3,2292
66,223,3.5,2292
68,223,1,2292
84,223,5,2292
88,223,4.5,2292
91,223,3,2292
100,223,3.5,2292
101,223,4,2292
102,223,5,2292
109,223,3,2292
112,223,1.5,2292
125,223,5,2292
133,223,3,2292
135,223,5,2292
144,223,4,2292
156,223,4,2292
167,223,5,2292
177,223,2.5,2292
182,223,4.5,2292
185,223,4,2292
187,223,4.5,2292
191,223,5,2292
199,223,3,2292
215,223,3.5,2292
217,223,4,2292
219,223,4,2292
220,223,5,2292
225,223,5,2292
226,223,5,2292
235,223,4,2292
247,223,3,2292
255,223,2,2292
263,223,1,2292
266,223,4,2292
273,223,5,2292
274,223,4,2292
284,223,5,2292
287,223,2.5,2292
298,223,4,2292
305,223,4,2292
307,223,4,2292
308,223,1,2292
313,223,5,2292
317,223,4,2292
318,223,4.5,2292
325,223,3,2292
330,223,4.5,2292
342,223,5,2292
353,223,5,2292
356,223,3.5,2292
357,223,3.5,2292
370,223,4.5,2292
372,223,4,2292
380,223,4,2292
384,223,4,2292
386,223,3,2292
387,223,4,2292
391,223,4,2292
409,223,4,2292
411,223,4,2292
414,223,5,2292
415,223,4,2292
424,223,3.5,2292
428,223,4,2292
437,223,5,2292
438,223,3.5,2292
446,223,4,2292
448,223,4,2292
457,223,5,2292
462,223,4,2292
469,223,3,2292
474,223,3.5,2292
477,223,4,2292
480,223,1.5,2292
483,223,3.5,2292
495,223,4,2292
522,223,5,2292
525,223,3.5,2292
534,223,4,2292
558,223,4,2292
560,223,4,2292
562,223,4,2292
580,223,3.5,2292
585,223,4.5,2292
588,223,5,2292
591,223,4,2292
594,223,4,2292
597,223,3,2292
599,223,3.5,2292
600,223,2.5,2292
603,223,3,2292
604,223,4,2292
606,223,4.5,2292
608,223,2.5,2292
1,231,5,8467
6,231,3,8467
8,231,4,8467
14,231,3,8467
18,231,2.5,8467
19,231,2,8467
25,231,4,8467
35,231,3,8467
37,231,5,8467
40,231,1,8467
42,231,4,8467
43,231,3,8467
45,231,5,8467
46,231,3,8467
56,231,5,8467
58,231,5,8467
63,231,3,8467
64,231,4.5,8467
68,231,3.5,8467
81,231,1,8467
82,231,4,8467
91,231,3,8467
94,231,3,8467
99,231,5,8467
102,231,3,8467
107,231,3,8467
109,231,3,8467
116,231,2.5,8467
117,231,2,8467
122,231,4.5,8467
126,231,1,8467
130,231,4,8467
134,231,3,8467
135,231,2,8467
136,231,2,8467
141,231,3,8467
142,231,3,8467
144,231,3,8467
145,231,3,8467
169,231,4.5,8467
174,231,3,8467
176,231,4,8467
179,231,3,8467
182,231,0.5,8467
187,231,1,8467
219,231,1.5,8467
220,231,3.5,8467
222,231,3.5,8467
225,231,5,8467
226,231,5,8467
230,231,2,8467
232,231,3,8467
234,231,2,8467
239,231,3.5,8467
240,231,4,8467
242,231,3,8467
274,231,4.5,8467
276,231,4,8467
280,231,3,8467
282,231,1,8467
284,231,4,8467
288,231,3,8467
292,231,2,8467
298,231,2.5,8467
301,231,4,8467
305,231,1,8467
307,231,2.5,8467
321,231,3,8467
327,231,5,8467
330,231,4,8467
334,231,3.5,8467
347,231,4,8467
349,231,2,8467
353,231,4,8467
361,231,3.5,8467
373,231,1,8467
374,231,4,8467
380,231,4,8467
381,231,2.5,8467
387,231,2.5,8467
395,231,3,8467
411,231,2,8467
414,231,3,8467
419,231,3,8467
425,231,3.5,8467
428,231,2,8467
434,231,4,8467
436,231,1,8467
444,231,1,8467
446,231,1,8467
448,231,3,8467
453,231,5,8467
462,231,2.5,8467
464,231,2.5,8467
468,231,2,8467
470,231,3,8467
477,231,3.5,8467
480,231,3,8467
483,231,3,8467
485,231,1,8467
486,231,3,8467
489,231,2.5,8467
490,231,1.5,8467
495,231,4,8467
498,231,5,8467
500,231,1,8467
509,231,2.5,8467
510,231,3.5,8467
534,231,3,8467
543,231,5,8467
553,231,3.5,8467
555,231,4,8467
557,231,3.5,8467
565,231,3,8467
566,231,2,8467
569,231,3,8467
570,231,2.5,8467
573,231,5,8467
574,231,5,8467
580,231,2.5,8467
584,231,2,8467
588,231,2,8467
589,231,4,8467
590,231,2,8467
592,231,3,8467
593,231,2.5,8467
599,231,3.5,8467
600,231,3.5,8467
602,231,2,8467
606,231,2.5,8467
608,231,3,8467
609,231,3,8467
610,231,4,8467
1,235,4,522
4,235,2,522
8,235,3,522
18,235,4.5,522
19,235,4,522
35,235,4,522
38,235,4,522
40,235,4,522
57,235,5,522
61,235,4,522
84,235,3,522
91,235,4.5,522
100,235,1,522
109,235,3,522
117,235,3,522
132,235,3,522
136,235,4,522
156,235,4,522
171,235,4,522
177,235,3,522
182,235,4.5,522
187,235,4.5,522
191,235,5,522
195,235,5,522
197,235,3,522
202,235,4,522
235,235,4,522
246,235,4,522
260,235,4,522
266,235,4,522
273,235,5,522
275,235,5,522
284,235,3,522
288,235,5,522
289,235,4,522
290,235,4,522
305,235,4.5,522
307,235,3,522
318,235,3.5,522
325,235,5,522
330,235,1.5,522
372,235,2,522
373,235,4,522
385,235,2,522
387,235,3.5,522
390,235,4,522
409,235,5,522
410,235,3,522
411,235,3,522
414,235,4,522
436,235,3,522
444,235,5,522
446,235,3,522
462,235,2.5,522
474,235,4,522
480,235,3,522
483,235,2,522
513,235,4.5,522
520,235,3.5,522
524,235,4,522
552,235,4,522
566,235,2,522
587,235,4,522
589,235,4,522
597,235,4,522
599,235,3.5,522
602,235,4,522
603,235,4,522
604,235,3,522
606,235,3.5,522
1,260,5,11
4,260,5,11
7,260,5,11
15,260,5,11
16,260,3,11
17,260,5,11
18,260,4,11
19,260,4,11
21,260,4.5,11
25,260,5,11
27,260,4,11
28,260,4,11
30,260,5,11
32,260,5,11
39,260,5,11
42,260,5,11
44,260,5,11
45,260,5,11
51,260,5,11
52,260,4,11
57,260,5,11
59,260,4,11
62,260,4.5,11
63,260,5,11
64,260,3.5,11
66,260,2.5,11
68,260,5,11
